State Name,,District Name,,Market Name,,Variety,,Group,,Arrivals (Tonnes),,Min Price (Rs./Quintal),,Max Price (Rs./Quintal),,Modal Price (Rs./Quintal),,Reported Date,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,144.00,,300,,1000,,750,,31 Jan 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,144.00,,900,,2100,,1500,,08 Feb 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,150,,750,,650,,01 Apr 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,250,,500,,400,,14 Jun 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,250,,500,,400,,23 Jun 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,250,,500,,415,,16 Sep 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,250,,500,,430,,06 Sep 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,160.00,,220,,450,,350,,24 Aug 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,162.00,,300,,900,,800,,07 Aug 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,163.00,,350,,1100,,700,,30 Jun 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,167.00,,300,,930,,610,,10 Feb 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,170.00,,200,,320,,270,,21 Apr 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,170.00,,210,,500,,420,,20 Sep 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,172.00,,300,,700,,550,,07 May 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,175.00,,800,,3500,,1700,,26 Nov 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,176.00,,800,,2300,,1500,,26 Aug 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,179.00,,200,,1400,,800,,16 Feb 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,179.00,,350,,650,,550,,10 Apr 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,180.00,,110,,320,,270,,23 Mar 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,180.00,,250,,500,,410,,15 Sep 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,180.00,,300,,950,,630,,24 Jan 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,180.00,,450,,550,,500,,23 Aug 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,182.00,,300,,1050,,670,,26 Jun 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,182.00,,400,,1900,,1150,,08 Jan 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,186.00,,400,,3050,,1800,,11 Jan 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,187.00,,350,,970,,870,,10 Aug 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,187.00,,600,,1600,,950,,01 Jan 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,187.00,,1000,,2200,,1500,,07 Feb 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,189.00,,350,,1150,,720,,07 Aug 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,190.00,,180,,350,,300,,04 May 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,190.00,,200,,1500,,900,,30 Jan 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,190.00,,300,,550,,440,,06 Jan 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,190.00,,1000,,5000,,3100,,22 Jan 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,193.00,,500,,2200,,1100,,22 May 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,194.00,,400,,950,,850,,11 Aug 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,195.00,,300,,880,,600,,06 Mar 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,195.00,,400,,880,,780,,06 Jun 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,195.00,,800,,2300,,1300,,15 Jul 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,196.00,,1000,,4300,,2500,,19 Aug 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,199.00,,280,,720,,620,,23 May 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,200.00,,170,,300,,260,,24 Mar 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,1,791.00,,180,,1300,,810,,28 Oct 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,1,827.00,,500,,3350,,1300,,03 Oct 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,1,883.00,,200,,1950,,1180,,25 Nov 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,1,883.00,,300,,1600,,850,,06 Feb 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,1,895.00,,200,,1650,,950,,05 Dec 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,1,910.00,,300,,2600,,1150,,30 Oct 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,2,028.00,,250,,1520,,910,,11 Nov 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,2,077.00,,300,,1650,,800,,01 Dec 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,2,097.00,,200,,1000,,530,,05 Oct 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,2,340.00,,400,,3600,,1400,,05 Oct 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,2,520.00,,300,,1800,,880,,12 Nov 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,2,874.00,,300,,1700,,770,,27 Oct 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Local,,Vegetables,,3,387.00,,250,,1700,,850,,05 Jan 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Other,,Vegetables,,134.00,,5500,,6500,,6000,,30 Dec 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Other,,Vegetables,,298.00,,800,,1800,,1300,,01 Dec 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Other,,Vegetables,,364.00,,2500,,2500,,2500,,11 Feb 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Other,,Vegetables,,448.00,,1500,,2200,,1800,,27 Dec 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Other,,Vegetables,,688.00,,2500,,3100,,2800,,21 Oct 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Other,,Vegetables,,1,424.00,,2000,,2000,,2000,,23 Oct 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,20.00,,600,,1100,,880,,10 Aug 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,44.00,,1200,,2000,,1400,,25 Jun 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,50.00,,250,,630,,530,,18 May 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,50.00,,300,,650,,550,,11 Aug 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,50.00,,400,,1000,,670,,22 Jan 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,50.00,,400,,1000,,750,,01 Sep 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,50.00,,450,,750,,615,,17 Feb 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,53.00,,1500,,9000,,5500,,26 Dec 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,56.00,,600,,1800,,900,,30 Jul 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,60.00,,350,,900,,800,,24 Aug 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,62.00,,300,,710,,505,,28 Apr 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,66.00,,350,,800,,700,,28 Jun 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,70.00,,150,,600,,530,,23 Apr 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,70.00,,450,,1120,,880,,09 Aug 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,73.00,,500,,3600,,1650,,02 Jul 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,78.00,,400,,1550,,975,,23 Aug 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,80.00,,400,,1200,,760,,06 Jul 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,81.00,,500,,2100,,1050,,02 Jul 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,84.00,,400,,1500,,750,,30 May 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,85.00,,250,,500,,420,,06 Jul 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,85.00,,1000,,2080,,1450,,02 Jul 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,90.00,,300,,1050,,950,,24 Aug 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,90.00,,500,,800,,700,,28 Aug 2008,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,91.00,,900,,2000,,1400,,18 Jun 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,100.00,,180,,430,,380,,22 Feb 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,100.00,,200,,550,,430,,28 Jun 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,100.00,,200,,900,,750,,14 Aug 2008,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,100.00,,300,,1250,,570,,23 Aug 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,102.00,,1500,,5500,,3300,,02 Jan 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,105.00,,500,,1700,,920,,25 Jul 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,107.00,,500,,1600,,1020,,17 Jul 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,115.00,,1000,,2100,,1500,,22 Jan 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,122.00,,300,,1600,,950,,29 Jan 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,124.00,,250,,940,,820,,30 Jul 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,125.00,,300,,850,,550,,13 Feb 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,130.00,,400,,1000,,650,,10 Jan 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,135.00,,300,,1400,,700,,20 May 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,138.00,,200,,650,,550,,15 Apr 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,139.00,,200,,750,,600,,06 Mar 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,139.00,,200,,840,,550,,23 Jun 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,140.00,,200,,450,,350,,19 Jun 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,140.00,,230,,500,,425,,09 Aug 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,140.00,,300,,910,,800,,31 Aug 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,141.00,,800,,1330,,1100,,20 Mar 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,142.00,,800,,1600,,1200,,26 Feb 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,147.00,,300,,1050,,950,,08 Jul 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,148.00,,300,,900,,800,,20 Jun 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,149.00,,300,,590,,500,,01 Mar 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,150,,360,,310,,26 Feb 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,200,,450,,385,,13 Sep 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,280,,630,,560,,13 May 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,152.00,,300,,600,,500,,07 Feb 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,153.00,,300,,1500,,800,,05 Jun 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,153.00,,500,,2300,,1150,,01 Jan 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,156.00,,200,,750,,600,,05 Mar 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,158.00,,500,,1720,,850,,18 Feb 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,160.00,,300,,850,,750,,21 Jun 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,160.00,,350,,580,,500,,04 Jan 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,161.00,,600,,2100,,1300,,09 Aug 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,162.00,,500,,1800,,1050,,27 Jan 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,163.00,,900,,2600,,1700,,09 Aug 2017,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,164.00,,300,,720,,620,,21 Mar 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,164.00,,700,,2600,,1430,,18 Jun 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,164.00,,1700,,5800,,2800,,11 Nov 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,167.00,,300,,750,,650,,03 Aug 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,167.00,,400,,1870,,1080,,26 May 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,168.00,,500,,2500,,1150,,27 Dec 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,168.00,,500,,2500,,1250,,15 Sep 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,169.00,,500,,1280,,1150,,15 Sep 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,170.00,,500,,1450,,1000,,18 May 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,171.00,,300,,1000,,880,,22 Jun 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,174.00,,300,,750,,650,,28 May 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,174.00,,350,,700,,600,,30 Mar 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,175.00,,1000,,2800,,1350,,02 Jul 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,177.00,,300,,800,,680,,17 May 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,178.00,,300,,950,,625,,19 May 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,178.00,,500,,3200,,1600,,27 Jun 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,179.00,,400,,700,,600,,23 Apr 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,179.00,,500,,2600,,1250,,28 May 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,180.00,,300,,850,,750,,07 Jul 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,180.00,,550,,1200,,950,,22 Feb 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,118.00,,500,,1550,,1100,,30 Mar 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,119.00,,1500,,6000,,4000,,01 Jan 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,120.00,,230,,450,,350,,18 Aug 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,120.00,,250,,530,,430,,27 Jul 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,120.00,,250,,910,,690,,22 Aug 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,120.00,,400,,2500,,1200,,04 Jun 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,125.00,,300,,700,,580,,13 May 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,126.00,,300,,1500,,900,,02 Feb 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,127.00,,400,,650,,550,,13 Jan 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,129.00,,300,,1610,,810,,21 Jun 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,130.00,,200,,430,,360,,06 Sep 2006,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,130.00,,200,,500,,415,,27 Jul 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,130.00,,300,,810,,610,,13 Jul 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,130.00,,300,,830,,710,,08 Jun 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,132.00,,800,,2800,,1250,,23 Dec 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,133.00,,600,,1600,,1100,,12 Sep 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,133.00,,800,,1700,,1250,,18 Jan 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,135.00,,1200,,1310,,1250,,14 Sep 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,139.00,,300,,700,,600,,14 Jun 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,140.00,,170,,460,,410,,15 Jun 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,144.00,,500,,1600,,1020,,18 Jul 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,144.00,,1500,,2300,,1700,,05 Jul 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,145.00,,130,,360,,300,,15 Apr 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,146.00,,500,,1100,,650,,19 Feb 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,146.00,,600,,1600,,1400,,26 Aug 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,200,,500,,425,,06 Aug 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,200,,530,,450,,08 Sep 2004,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,200,,1000,,850,,16 Sep 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,150.00,,1000,,1900,,1300,,22 Jun 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,151.00,,800,,1350,,1100,,21 Mar 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,152.00,,300,,680,,580,,13 Apr 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,152.00,,300,,850,,750,,16 Jul 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,152.00,,1000,,2500,,1400,,24 Jul 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,153.00,,1300,,2900,,2300,,20 Jul 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,155.00,,350,,630,,550,,21 Apr 2009,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,156.00,,800,,2350,,1150,,16 Jun 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,157.00,,300,,670,,570,,30 May 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,159.00,,800,,1700,,1200,,17 Jan 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,160.00,,400,,900,,700,,12 May 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,160.00,,1000,,3700,,2500,,16 Dec 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,161.00,,300,,900,,850,,11 Sep 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,161.00,,500,,2200,,1330,,16 Jun 2021,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,162.00,,400,,950,,680,,29 May 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,163.00,,400,,1500,,900,,24 May 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,164.00,,500,,2350,,1180,,02 Jun 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,165.00,,600,,1100,,850,,30 Jul 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,167.00,,400,,1300,,710,,17 Aug 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,170.00,,140,,370,,310,,03 May 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,170.00,,300,,600,,500,,10 Apr 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,170.00,,480,,530,,500,,15 Jan 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,200.00,,200,,350,,300,,19 Mar 2005,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,200.00,,500,,2200,,1250,,11 Sep 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,201.00,,500,,3500,,1600,,26 Jun 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,202.00,,300,,1000,,700,,05 Feb 2014,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,204.00,,500,,2000,,1050,,11 Feb 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,206.00,,400,,1900,,1150,,19 Jan 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,208.00,,300,,1350,,800,,21 Jun 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,209.00,,500,,2800,,1800,,18 Feb 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,210.00,,500,,1800,,900,,15 Jul 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,210.00,,1000,,2450,,1300,,14 Jul 2015,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,212.00,,350,,650,,550,,08 May 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,212.00,,500,,1800,,900,,25 Apr 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,212.00,,500,,2000,,1000,,28 Mar 2024,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,212.00,,1000,,6000,,3000,,09 Nov 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,215.00,,200,,680,,600,,06 Apr 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,215.00,,200,,800,,600,,07 Mar 2019,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,215.00,,300,,600,,500,,27 Jan 2012,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,215.00,,300,,750,,650,,25 Mar 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,215.00,,500,,1600,,950,,06 Feb 2023,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,216.00,,600,,1650,,1120,,21 Jul 2018,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,217.00,,600,,1180,,900,,11 Aug 2007,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,218.00,,200,,1500,,850,,11 Jan 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,220.00,,300,,850,,750,,21 Jun 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,220.00,,500,,2000,,1350,,05 Mar 2020,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,222.00,,500,,1350,,1100,,01 Apr 2013,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,224.00,,300,,1050,,675,,10 Mar 2016,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,226.00,,400,,1200,,1100,,17 Aug 2010,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,226.00,,500,,2000,,1150,,08 Jul 2022,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,227.00,,300,,1100,,1000,,20 Jul 2011,
Karnataka,,Dharwad,,Hubli (Amaragol),,Puna,,Vegetables,,227.00,,300,,1600,,850,,03 Jan 2019,
