selling_price,full_name,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
6.9,Hyundai i20 1.2 Asta Option,2017,Dealer,20000,Petrol,Manual,18.6,1197,81.83,5
1.45,Maruti Alto LXi,2008,Dealer,50000,Petrol,Manual,19.7,796,46.3,5
3.75,Volkswagen Vento Diesel Highline,2011,Dealer,59526,Diesel,Manual,20.54,1598,103.6,5
4.4,Maruti Ritz LDi,2016,Dealer,76000,Diesel,Manual,23.2,1248,73.94,5
7.65,Maruti Ciaz Delta,2018,Dealer,25000,Petrol,Manual,20.65,1462,103.25,5
6.5,Mahindra Bolero SLX 2WD,2015,Dealer,62248,Diesel,Manual,13.6,2523,63,7
7.55,Maruti Ciaz ZDi Plus SHVS,2016,Dealer,67518,Diesel,Manual,28.09,1248,88.5,5
6.75,Maruti Ertiga VXI CNG,2014,Dealer,54000,CNG,Manual,22.8,1373,80.9,7
10.25,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2014,Dealer,92965,Diesel,Manual,12.99,2494,100.57,7
2.49,Datsun GO A Petrol,2015,Dealer,22211,Petrol,Manual,19.02,1198,67.05,5
7.25,Toyota Innova 2.5 GX 8 STR BSIV,2012,Individual,255000,Diesel,Manual,12.8,2494,102,8
5,Maruti Swift VDI,2014,Dealer,47000,Diesel,Manual,22.9,1248,74,5
2.5,Honda Civic 1.8 V AT,2008,Dealer,57000,Petrol,Automatic,13.9,1799,130.2,5
3.71,Renault KWID AMT,2017,Dealer,8560,Petrol,Automatic,24.04,999,67,5
7.2,Maruti Swift Dzire VDI Optional,2017,Individual,72000,Diesel,Manual,26.59,1248,74,5
4.25,Maruti Wagon R VXI,2015,Dealer,39983,Petrol,Manual,21.79,998,67.05,5
4.25,Hyundai Grand i10 Magna,2015,Dealer,78000,Petrol,Manual,18.9,1197,82,5
3,Tata Sumo MKII LX,2010,Individual,220000,Diesel,Manual,14,2179,120,9
10.95,Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,2020,Dealer,6000,Diesel,Manual,23,1498,98.96,5
8.45,Honda City i VTEC CVT VX,2016,Dealer,32000,Petrol,Automatic,18,1497,117.3,5
9.75,Hyundai Creta 1.6 CRDi SX,2015,Dealer,81000,Diesel,Manual,19.67,1582,126.2,5
4.11,Maruti Dzire VXI AT,2012,Dealer,24000,Petrol,Automatic,24.12,1197,88.5,5
3.96,Honda Amaze S i-Dtech,2013,Dealer,64000,Diesel,Manual,25.8,1498,98.6,5
7.5,Maruti Baleno Alpha 1.2,2018,Dealer,22000,Petrol,Manual,21.4,1197,83.1,5
5.95,Honda New Accord 2011-2014 2.4 M/T,2013,Dealer,70000,Petrol,Manual,12.8,2354,177.6,5
4.1,Toyota Etios V,2014,Individual,80000,Petrol,Manual,16.78,1496,88.73,5
2.82,Ford Figo Diesel Titanium,2011,Dealer,48971,Diesel,Manual,20,1399,68,5
4.5,Maruti Wagon R Stingray AMT VXI,2015,Individual,40000,Petrol,Automatic,20.51,998,67.04,5
16.5,Mahindra XUV500 AT W10 FWD,2017,Individual,89200,Diesel,Automatic,16,2179,140,7
4.81,Honda Brio S MT,2016,Dealer,7623,Petrol,Manual,19.4,1198,86.8,5
4.9,Hyundai Grand i10 Magna,2017,Dealer,16000,Petrol,Manual,18.9,1197,82,5
6.5,Ford Ecosport 2015-2021 1.0 Ecoboost Titanium Plus BSIV,2014,Dealer,44406,Petrol,Manual,18.88,999,123.24,5
2.5,Mahindra Bolero SLE,2010,Individual,25000,Diesel,Manual,13.6,2523,63,7
3.5,Datsun GO Plus T BSIV,2016,Individual,15000,Petrol,Manual,19.44,1198,67,7
7,Hyundai i20 1.2 Spotz,2017,Dealer,27266,Petrol,Manual,18.6,1197,81.83,5
3.5,Tata Safari 2005-2017 DICOR 2.2 EX 4x2,2010,Dealer,60893,Diesel,Manual,11.57,2179,138.1,7
5.5,Honda Amaze S Option i-VTEC,2017,Individual,50000,Petrol,Manual,17.8,1198,86.7,5
2.5,Maruti Swift Vdi BSIII,2008,Individual,120000,Diesel,Manual,17.8,1248,75,5
4.75,Maruti Swift Dzire ZXI,2014,Dealer,50000,Petrol,Manual,20.85,1197,83.14,5
10.75,Mercedes-Benz C-Class 220 CDI AT,2013,Dealer,73000,Diesel,Automatic,14.84,2143,170,5
9.95,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2014,Dealer,86000,Diesel,Manual,12.8,2494,102,7
2.71,Datsun RediGO 1.0 T Option,2017,Dealer,20000,Petrol,Manual,22.5,999,67,5
2.55,Hyundai i10 Magna 1.1,2012,Dealer,62000,Petrol,Manual,19.81,1086,68.05,5
5.5,Honda Mobilio RS i DTEC,2014,Individual,120000,Diesel,Manual,24.5,1498,98.6,7
8.55,Maruti Ertiga VXI Petrol,2018,Dealer,36352,Petrol,Manual,19.34,1462,103,7
32,Audi Q3 35 TDI Quattro Premium Plus,2018,Dealer,12000,Diesel,Automatic,15.17,1968,181,5
7.5,Honda BRV i-VTEC S MT,2016,Dealer,25000,Petrol,Manual,15.4,1497,117.3,7
6.85,Maruti Ciaz ZDi Plus,2015,Dealer,48000,Diesel,Manual,26.21,1248,88.5,5
4.75,Maruti Swift ZDi,2013,Dealer,78278,Diesel,Manual,22.9,1248,74,5
4.5,Volkswagen Polo 1.5 TDI Highline,2015,Individual,100000,Diesel,Manual,20.14,1498,88.8,5
16.5,Toyota Innova Crysta 2016-2020 2.4 GX AT 8 STR,2016,Dealer,53380,Diesel,Automatic,13.68,2393,147.51,8
5.25,Tata Tigor 1.05 Revotorq XE,2018,Dealer,60204,Diesel,Manual,24.7,1047,69,5
7.2,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2016,Dealer,68000,Diesel,Manual,22.54,1396,88.73,5
2.4,Maruti Wagon R LXI,2010,Dealer,75008,Petrol,Manual,18.9,998,67.1,5
9.4,Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,2018,Dealer,29000,Diesel,Manual,23,1498,98.96,5
7.75,Hyundai Verna 1.4 CRDi,2016,Individual,83000,Diesel,Manual,24.8,1396,88.7,5
12.75,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,Dealer,114000,Diesel,Manual,12.99,2494,100.6,7
3.6,Hyundai i10 Sportz AT,2013,Dealer,42000,Petrol,Automatic,16.95,1197,78.9,5
2.65,Maruti Ritz LDi,2011,Dealer,71000,Diesel,Manual,21.1,1248,73.9,5
11.55,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,Dealer,117000,Diesel,Manual,12.99,2494,100.6,8
4.49,Skoda Superb Elegance 1.8 TSI AT,2009,Dealer,61205,Petrol,Automatic,13.7,1798,157.75,5
4.6,Hyundai i20 1.4 CRDi Sportz,2012,Dealer,87000,Diesel,Manual,23,1396,90,5
3,Mahindra Xylo E8,2009,Dealer,90000,Diesel,Manual,14,2498,112,8
5.15,Hyundai Xcent 1.1 CRDi S Option,2015,Dealer,52000,Diesel,Manual,24.4,1120,71.01,5
6.95,Skoda Rapid 1.5 TDI AT Style Plus,2016,Dealer,49661,Diesel,Automatic,21.66,1498,103.52,5
3.75,Hyundai i10 Sportz AT,2013,Dealer,20000,Petrol,Automatic,16.95,1197,78.9,5
2.85,Maruti Alto K10 VXI,2014,Dealer,56332,Petrol,Manual,23.95,998,67.05,5
12.25,Tata Hexa XM,2018,Individual,46000,Diesel,Manual,17.6,2179,153.86,7
4.1,Maruti Swift ZXI,2013,Dealer,37000,Petrol,Manual,18.6,1197,85.8,5
8.21,Honda Jazz 1.2 V AT i VTEC,2019,Dealer,7000,Petrol,Automatic,19,1199,88.7,5
5.1,Hyundai Grand i10 Asta Option,2016,Dealer,40000,Petrol,Manual,18.9,1197,82,5
2,Ford Figo Petrol ZXI,2011,Dealer,570000,Petrol,Manual,15.6,1196,70,5
10.25,Mahindra Scorpio 1.99 S4 Plus,2017,Dealer,61000,Diesel,Manual,15.4,1997,120,7
5.25,Ford Figo Aspire Facelift,2017,Individual,60000,Diesel,Manual,0,1498,99,5
5.5,Maruti Baleno Zeta 1.2,2016,Individual,95000,Petrol,Manual,21.4,1197,83.1,5
15.5,Hyundai Elantra 2.0 SX Option AT,2018,Dealer,18000,Petrol,Automatic,14.62,1999,149.92,5
6.79,Maruti Ciaz ZDi Plus,2015,Dealer,67181,Diesel,Manual,26.21,1248,88.5,5
5.45,Renault Duster Petrol RxL,2014,Individual,120000,Petrol,Manual,13.24,1598,102.57,5
2.75,Honda City 1.5 S MT,2010,Dealer,84768,Petrol,Manual,17,1497,118,5
1.85,Maruti A Star Lxi,2010,Dealer,28563,Petrol,Manual,19,998,66.1,5
4.22,Maruti Celerio Green VXI,2015,Dealer,36000,CNG,Manual,31.79,998,58.2,5
0.89,Chevrolet Spark 1.0 LS LPG,2008,Dealer,39000,LPG,Manual,16,995,59,5
9.75,Mahindra Scorpio S6 Plus 7 Seater,2016,Dealer,49490,Diesel,Manual,15.4,2179,120,7
7.9,Maruti Ertiga CNG VXI,2017,Dealer,33072,CNG,Manual,26.08,1462,91.19,7
6.99,Maruti Ertiga ZDI,2015,Individual,92457,Diesel,Manual,20.77,1248,88.8,7
5,Volkswagen Ameo 1.5 TDI Trendline,2017,Dealer,44000,Diesel,Manual,21.66,1498,108.62,5
6.9,Mahindra XUV500 W4,2014,Dealer,114000,Diesel,Manual,15.1,2179,140,7
6.62,Volkswagen Polo GT TSI,2015,Dealer,56606,Petrol,Automatic,17.21,1197,103.6,5
4.85,Hyundai Verna 1.6 SX VTVT (O),2013,Dealer,57800,Petrol,Manual,17.1,1591,121.3,5
5.2,Honda City i DTEC V,2014,Individual,70000,Diesel,Manual,26,1498,98.6,5
4.25,Hyundai Grand i10 Sportz,2014,Individual,35000,Petrol,Manual,18.9,1197,82,5
2.4,Tata Manza Club Class Quadrajet90 LX,2012,Individual,110000,Diesel,Manual,21.02,1248,88.76,5
7,Maruti Ciaz ZXi,2015,Individual,25000,Petrol,Manual,20.73,1373,91.1,5
18.9,Hyundai Elantra 2.0 SX Option AT,2019,Individual,10000,Petrol,Automatic,14.62,1999,149.92,5
7,Maruti Baleno Alpha 1.2,2018,Dealer,16348,Petrol,Manual,21.4,1197,83.1,5
3.49,Maruti Wagon R CNG LXI BSIV,2013,Dealer,55853,CNG,Manual,33.54,998,67.04,5
7.45,Maruti Baleno Zeta Automatic,2017,Dealer,21000,Petrol,Automatic,21.4,1197,83.1,5
5.35,Skoda Superb Elegance 1.8 TSI AT,2011,Dealer,44275,Petrol,Automatic,13.7,1798,157.75,5
3.5,Maruti Wagon R LXI CNG,2013,Dealer,58288,CNG,Manual,26.2,998,58.2,5
5,Mahindra KUV100 NXT G80 K8,2018,Individual,79814,Petrol,Manual,18.15,1198,82,6
32,BMW 5 Series 530d M Sport,2016,Dealer,27000,Diesel,Automatic,14.69,2993,258,5
7.5,Hyundai Elantra SX AT,2013,Individual,80000,Petrol,Automatic,14.5,1797,147.5,5
10.5,Hyundai Creta 1.4 S,2019,Individual,38000,Diesel,Manual,22.1,1396,88.7,5
16.99,BMW 3 Series 320d Sport Line,2014,Dealer,25000,Diesel,Automatic,18.88,1995,184,5
4.95,Maruti Swift VDI,2014,Dealer,67800,Diesel,Manual,28.4,1248,74,5
2.2,Maruti Wagon R VXI,2010,Dealer,49000,Petrol,Manual,18.9,998,67.1,5
7.54,Honda City 1.5 V MT Sunroof,2016,Dealer,36070,Petrol,Manual,16.8,1497,116.3,5
6.2,Maruti SX4 S Cross DDiS 200 Zeta,2015,Dealer,46253,Diesel,Manual,23.65,1248,88.5,5
2.49,Ford Figo Petrol ZXI,2012,Dealer,55500,Petrol,Manual,15.6,1196,70,5
3.25,Tata Indigo LX BSIV,2013,Individual,58388,Diesel,Manual,23.03,1396,69,5
6.75,Skoda Rapid 1.5 TDI AT Ambition,2016,Dealer,48000,Diesel,Automatic,21.66,1498,103.52,5
5.78,Hyundai i20 2015-2017 Sportz 1.2,2016,Dealer,35000,Petrol,Manual,18.6,1197,81.83,5
8.45,Maruti Ertiga VXI CNG,2017,Dealer,12000,CNG,Manual,17.5,1373,80.46,7
3.1,Datsun RediGO S,2017,Dealer,23000,Petrol,Manual,22.7,799,53.64,5
11.25,Hyundai Creta 1.6 VTVT AT SX Plus,2017,Dealer,49000,Petrol,Automatic,13,1591,121.3,5
5,Hyundai Xcent 1.1 CRDi S,2016,Individual,190000,Diesel,Manual,24.4,1120,71,5
7.55,Honda BRV i-DTEC S MT,2016,Dealer,61000,Diesel,Manual,21.9,1498,98.6,7
1.45,Maruti Alto LXi BSIII,2009,Dealer,55274,Petrol,Manual,19.7,796,46.3,5
1.35,Hyundai Santro Xing XS,2008,Dealer,60000,Petrol,Manual,17.8,1086,63,5
2.9,Maruti Ritz VXI,2011,Dealer,85250,Petrol,Manual,21.1,1197,85.8,5
3.99,Skoda Superb Elegance 1.8 TSI AT,2010,Dealer,64400,Petrol,Automatic,13.7,1798,157.75,5
6.5,Maruti Baleno Delta 1.3,2016,Individual,100000,Diesel,Manual,27.39,1248,74,5
5.85,Maruti Swift VDI BSIV,2017,Dealer,73000,Diesel,Manual,17.8,1248,5,5
4.75,Maruti Swift Dzire VXI,2014,Dealer,94000,Petrol,Manual,19.1,1197,85.8,5
4,Maruti Swift Dzire VXI,2012,Individual,80000,Petrol,Manual,19.1,1197,85.8,5
4.75,Honda Amaze SX i-VTEC,2015,Dealer,59123,Petrol,Manual,18,1198,86.7,5
3.7,Volkswagen Vento 1.6 Comfortline BSIV,2012,Dealer,62000,Petrol,Manual,16.09,1598,103.2,5
4.35,Maruti Swift Dzire VXI,2013,Dealer,56694,Petrol,Manual,19.1,1197,85.8,5
5.75,Maruti Baleno Delta 1.2,2018,Individual,25000,Petrol,Manual,21.4,1197,83.1,5
5,Hyundai Verna 1.6 SX VTVT (O),2012,Dealer,78000,Petrol,Manual,17.1,1591,121.3,5
7.5,Honda City i VTEC VX,2016,Dealer,13321,Petrol,Manual,17.8,1497,117.3,5
10.5,Mercedes-Benz C-Class C 220d Avantgarde Edition C,2013,Dealer,77000,Diesel,Automatic,19.27,2143,167.62,5
21.5,Land Rover Freelander 2 HSE SD4,2010,Dealer,120000,Diesel,Automatic,12.35,2179,187.74,5
4.25,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,Individual,70000,Diesel,Manual,21.9,1396,88.76,5
2.5,Tata Manza Aqua Quadrajet,2010,Individual,90000,Diesel,Manual,18.8,1248,90,5
5.75,Maruti Baleno Zeta CVT,2015,Dealer,59769,Petrol,Automatic,19.56,1197,81.8,5
2.25,Tata Nano XTA,2016,Dealer,17000,Petrol,Automatic,21.9,624,37.48,4
8,Mahindra Bolero 2011-2019 SLE,2019,Dealer,23000,Diesel,Manual,15.96,2523,62.1,7
7.75,Hyundai i20 Magna 1.4 CRDi,2018,Dealer,48000,Diesel,Manual,22.54,1396,88.73,5
2.3,Maruti Alto K10 Knightracer,2013,Individual,70000,Petrol,Manual,20.2,998,67.1,5
2.95,Ford Figo Diesel EXI,2012,Individual,41650,Diesel,Manual,20,1399,68,5
3.14,Maruti Alto 800 LXI,2017,Dealer,10617,Petrol,Manual,24.7,796,47.3,5
3.99,Honda Amaze E i-Dtech,2014,Individual,56000,Diesel,Manual,25.8,1498,98.6,5
3.23,Maruti Alto 800 VXI,2017,Dealer,9122,Petrol,Manual,24.7,796,47.3,5
2.9,Chevrolet Sail Hatchback 1.3 TCDi,2015,Individual,90000,Diesel,Manual,22.1,1248,74,5
4.85,Maruti Swift RS VDI,2014,Dealer,100000,Diesel,Manual,22.9,1248,74,5
6.5,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2016,Dealer,54000,Diesel,Manual,23,1396,90,5
7.35,Maruti Vitara Brezza LDi Option,2017,Dealer,85000,Diesel,Manual,24.3,1248,88.5,5
5.1,Ford Fiesta 1.5 TDCi Trend,2015,Individual,120000,Diesel,Manual,25.01,1498,89.75,5
3.15,Renault KWID 1.0 RXT Opt,2016,Dealer,51000,Petrol,Manual,21.74,999,67,5
7.85,Mahindra XUV500 W8 2WD,2014,Dealer,103000,Diesel,Manual,15.1,2179,140,7
6.75,Maruti Baleno Alpha 1.2,2017,Dealer,40174,Petrol,Manual,21.4,1197,83.1,5
0.95,Maruti Zen LXI,2005,Individual,90000,Petrol,Manual,17.3,993,60,5
8.7,Honda City i-VTEC CVT V,2017,Individual,70000,Petrol,Automatic,18,1497,117.6,5
3.75,Maruti Celerio VXI,2016,Individual,70000,Petrol,Manual,23.1,998,67.04,5
16.3,MG Hector Sharp DCT,2019,Dealer,6231,Petrol,Automatic,13.96,1451,141,5
2.55,Skoda Fabia 1.2 TDI Ambition,2011,Dealer,56767,Diesel,Manual,20.86,1199,73.9,5
7.95,Hyundai i20 1.4 Asta Option,2017,Dealer,56244,Diesel,Manual,22.54,1396,88.73,5
11,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,Individual,35000,Diesel,Automatic,24.3,1248,88.5,5
7.8,Mahindra TUV 300 T8,2016,Dealer,58237,Diesel,Manual,18.49,1493,100,7
13.4,Hyundai Creta 1.6 SX Automatic Diesel,2017,Dealer,68000,Diesel,Automatic,17.6,1582,126.2,5
15,Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,2016,Individual,40000,Diesel,Manual,13.68,2393,147.8,7
3.75,Nissan Sunny XL CVT,2015,Dealer,58479,Petrol,Automatic,17.97,1498,99.6,5
7.75,Tata Tigor EV XM,2019,Dealer,4076,Electric,Automatic,0,1476.327401,40.23,5
3.75,Skoda Superb Elegance 1.8 TSI AT,2010,Dealer,82000,Petrol,Automatic,13.7,1798,157.75,5
3.75,Volkswagen Polo Diesel Trendline 1.2L,2013,Individual,110000,Diesel,Manual,22.07,1199,73.9,5
5.5,Maruti Celerio X AMT ZXI Option,2018,Trustmark Dealer,9522,Petrol,Automatic,21.63,998,67.05,5
4.1,Skoda Rapid 1.6 TDI Ambition,2013,Individual,70000,Diesel,Manual,20.5,1598,103.5,5
2.5,Maruti SX4 ZXI MT BSIV Leather,2011,Individual,78760,Petrol,Manual,15.5,1586,103.3,5
4.55,Maruti Celerio X ZXI,2018,Dealer,22000,Petrol,Manual,21.63,998,67.05,5
3.25,Volkswagen Vento 1.6 Trendline,2011,Dealer,69000,Petrol,Manual,16.09,1598,103.2,5
39.45,Mercedes-Benz E-Class E 200 CGI,2017,Dealer,35000,Petrol,Automatic,12,1991,181.03,5
6.51,Hyundai Elantra CRDi SX AT,2013,Dealer,112087,Diesel,Automatic,19.5,1582,126.24,5
1.75,Fiat Grande Punto 1.2 Emotion,2011,Dealer,78338,Petrol,Manual,16.2,1172,68,5
4.85,Hyundai Grand i10 Asta Option,2015,Dealer,38000,Petrol,Manual,18.9,1197,82,5
3.8,Honda Amaze VX i-DTEC,2013,Dealer,54000,Diesel,Manual,25.8,1498,98.6,5
9.51,Volkswagen Vento 1.5 TDI Highline AT,2018,Dealer,30000,Diesel,Automatic,22.15,1498,108.6,5
5.8,Skoda Rapid 1.5 TDI AT Style Plus,2016,Dealer,72000,Diesel,Automatic,21.66,1498,103.52,5
8.75,Maruti Ertiga SHVS VDI Limited Edition,2017,Dealer,35000,Diesel,Manual,24.52,1248,88.5,7
8.19,Maruti Ertiga VXI CNG,2018,Dealer,49000,CNG,Manual,17.5,1373,80.46,7
3.45,Maruti Alto 800 VXI,2018,Dealer,17000,Petrol,Manual,24.7,796,47.3,5
8.45,Maruti Vitara Brezza ZDi Plus,2017,Dealer,32000,Diesel,Manual,24.3,1248,88.5,5
5.15,Honda Amaze VX i-DTEC,2015,Dealer,43251,Diesel,Manual,25.8,1498,98.6,5
6.15,Maruti Swift Dzire Vdi BSIV,2015,Dealer,45000,Diesel,Manual,19.3,1248,73.9,5
5.71,Hyundai i20 2015-2017 Sportz 1.2,2015,Dealer,25000,Petrol,Manual,18.6,1197,81.83,5
4.95,Hyundai Verna 1.6 SX CRDi (O),2012,Dealer,115721,Diesel,Manual,22.32,1582,126.32,5
4.5,Honda City S,2013,Dealer,64800,Petrol,Manual,16.8,1497,116.4,5
2,Maruti Swift Dzire Tour LXI,2015,Individual,120000,Petrol,Manual,19,1197,85.8,5
4.25,Maruti Wagon R AMT VXI,2016,Individual,50000,Petrol,Automatic,20.51,998,67,5
4.25,Hyundai i20 Asta 1.2,2013,Individual,20000,Petrol,Manual,18.5,1197,82.85,5
6.99,Volkswagen Polo GT TSI,2015,Dealer,52000,Petrol,Automatic,17.21,1197,103.6,5
2.25,Maruti A Star Lxi,2011,Dealer,48100,Petrol,Manual,19,998,66.1,5
5.9,Maruti Ertiga ZXI,2013,Dealer,76000,Petrol,Manual,16.02,1373,93.7,7
3.65,Mahindra Scorpio M2DI,2010,Dealer,91000,Diesel,Manual,13.5,2179,115,5
1.8,Ford Fiesta 1.4 TDCi EXI,2008,Individual,100000,Diesel,Manual,17.8,1399,68,5
3.3,Maruti Swift Dzire Tour 2012-2018 LDI,2016,Dealer,150000,Diesel,Manual,23.4,1248,74,5
11.75,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,Dealer,106000,Diesel,Manual,12.99,2494,100.6,8
7,Maruti Baleno Delta 1.3,2018,Individual,40000,Diesel,Manual,27.39,1248,74,5
3.65,Hyundai i10 Sportz,2013,Trustmark Dealer,42020,Petrol,Manual,20.36,1197,78.9,5
28.45,Mercedes-Benz M-Class ML 250 CDI,2015,Dealer,35500,Diesel,Automatic,15.26,2143,203.2,5
5.9,Honda Amaze VX O iDTEC,2015,Dealer,72000,Diesel,Manual,25.8,1498,98.6,5
5.25,Toyota Corolla Altis Aero D 4D J,2012,Dealer,90000,Diesel,Manual,21.43,1364,138,5
8,Hyundai Santa Fe 4X4,2011,Individual,88000,Diesel,Manual,14.66,2199,194.3,7
8.25,Maruti Ertiga VXI Petrol,2018,Dealer,37000,Petrol,Manual,19.34,1462,103,7
8.25,Maruti SX4 S Cross DDiS 200 Zeta,2016,Dealer,44560,Diesel,Manual,23.65,1248,88.5,5
10.21,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2013,Dealer,135000,Diesel,Manual,12.8,2494,102,7
7.5,Volkswagen Vento 1.2 TSI Comfortline AT,2017,Dealer,41000,Petrol,Automatic,18.19,1197,103.5,5
3.85,Hyundai Grand i10 CRDi Magna,2015,Dealer,85000,Diesel,Manual,24,1120,70,5
5.15,Toyota Etios GD,2013,Dealer,79000,Diesel,Manual,23.59,1364,67.04,5
6.5,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,2015,Individual,60000,Diesel,Manual,22.77,1498,98.59,5
5,Honda Amaze SX i-DTEC,2015,Dealer,98500,Diesel,Manual,25.8,1498,98.6,5
17,Audi A6 2.0 TDI Technology,2013,Dealer,56000,Diesel,Automatic,17.68,1968,174.33,5
6.65,Nissan Terrano XL Plus 85 PS,2015,Dealer,56000,Diesel,Manual,20.45,1461,83.8,5
18.25,MG Hector Sharp Diesel MT,2020,Dealer,12500,Diesel,Manual,0,1956,167.68,5
5,Tata Tiago 1.05 Revotorq XT Option,2018,Individual,10000,Diesel,Manual,27.28,1047,69,5
4.65,Maruti Wagon R AMT VXI,2018,Dealer,23000,Petrol,Automatic,20.51,998,67,5
2.99,Honda Jazz S,2009,Dealer,50000,Petrol,Manual,16,1198,90,5
6.5,Ford Ecosport 1.5 DV5 MT Titanium,2014,Dealer,38000,Diesel,Manual,22.7,1498,89.84,5
4.99,Skoda Superb Elegance 1.8 TSI AT,2011,Dealer,62500,Petrol,Automatic,13.7,1798,157.75,5
5.95,Hyundai i20 Active 1.2 S,2017,Dealer,27000,Petrol,Manual,17.19,1197,81.86,5
2.55,Hyundai i10 Magna 1.2,2010,Dealer,77000,Petrol,Manual,20.36,1197,78.9,5
5.75,Ford Ecosport 1.5 Ti VCT MT Titanium,2014,Dealer,52034,Petrol,Manual,15.8,1499,110,5
2.8,Renault KWID RXL,2016,Individual,25600,Petrol,Manual,25.17,799,53.3,5
1.69,Chevrolet Beat LT,2012,Dealer,50000,Petrol,Manual,18.6,1199,79.4,5
4.25,Chevrolet Cruze LTZ,2013,Dealer,63000,Diesel,Manual,17.3,1998,163.7,5
3.1,Volkswagen Vento Diesel Highline,2011,Dealer,76000,Diesel,Manual,20.54,1598,103.6,5
12.35,Mahindra XUV500 AT W10 AWD,2016,Dealer,92000,Diesel,Automatic,16,2179,140,7
3.75,Volkswagen Vento Diesel Highline,2011,Dealer,78265,Diesel,Manual,20.54,1598,103.6,5
5.4,Hyundai Santro Sportz CNG BSIV,2019,Dealer,31000,CNG,Manual,30.48,1086,58,5
4,Maruti Swift VDI,2011,Dealer,80500,Diesel,Manual,22.9,1248,74,5
2.85,Hyundai EON Sportz,2013,Individual,111000,Petrol,Manual,21.1,814,55.2,5
9.9,Toyota Corolla Altis 1.8 G CVT,2016,Dealer,95904,Petrol,Automatic,14.28,1798,138.03,5
6.95,Maruti Swift Dzire AMT ZDI,2016,Dealer,45000,Diesel,Automatic,26.59,1248,74,5
2.65,Maruti Swift Vdi BSIII,2008,Individual,100000,Diesel,Manual,17.8,1248,75,5
4.5,Maruti Swift VXi BSIV,2015,Dealer,34000,Petrol,Manual,16.1,1197,85,5
4.99,Maruti Swift VDI,2012,Individual,70000,Diesel,Manual,22.9,1248,74,5
16.75,Jaguar XF 2.0 Diesel Prestige,2013,Dealer,44000,Diesel,Automatic,19.33,1999,177,5
1.75,Maruti Alto LXi,2009,Dealer,67833,Petrol,Manual,19.7,796,46.3,5
7.75,Honda WR-V i-DTEC VX,2017,Individual,60000,Diesel,Manual,25.5,1498,98.6,5
5.3,Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,2015,Individual,90000,Petrol,Automatic,15.63,1499,110.4,5
8.4,Maruti Ertiga SHVS VDI,2016,Dealer,72000,Diesel,Manual,24.52,1248,88.5,7
5.75,Honda City i VTEC E,2014,Dealer,66475,Petrol,Manual,17.8,1497,117.3,5
4.81,Maruti Swift Dzire VDI Optional,2012,Dealer,82000,Diesel,Manual,26.59,1248,74,5
7.25,Volkswagen Vento 1.5 TDI Highline AT,2016,Individual,50000,Diesel,Automatic,22.15,1498,108.6,5
11.25,Hyundai Verna CRDi 1.6 SX,2019,Dealer,14000,Diesel,Manual,22,1582,126.2,5
2.95,Maruti Eeco 7 Seater STD,2014,Dealer,63000,Petrol,Manual,15.37,1196,72.42,7
6.59,Maruti Baleno RS,2017,Dealer,30726,Petrol,Manual,21.1,998,100,5
5.6,Maruti Swift Dzire VDI Optional,2015,Individual,180000,Diesel,Manual,26.59,1248,74,5
5.49,Skoda Superb Elegance 2.0 TDI CR AT,2010,Dealer,59000,Diesel,Automatic,17.2,1968,138.03,5
5.4,Volkswagen Vento 1.5 TDI Comfortline AT,2014,Dealer,70462,Diesel,Automatic,21.21,1498,103.2,5
3.75,Renault KWID 1.0 RXT Optional,2018,Individual,10000,Petrol,Manual,23.01,999,67,5
4.55,Hyundai Grand i10 Sportz,2016,Dealer,48303,Petrol,Manual,18.9,1197,82,5
26.5,BMW 3 Series GT Sport,2016,Dealer,46000,Diesel,Automatic,21.76,1995,188,5
6,Maruti Ciaz ZXi,2015,Dealer,41000,Petrol,Manual,20.73,1373,91.1,5
15.45,Toyota Fortuner 4X2 AT,2013,Dealer,142000,Petrol,Automatic,0,2694,163.05,7
5.2,Volkswagen Vento Diesel Highline,2013,Individual,90000,Diesel,Manual,20.54,1598,103.6,5
4.55,Maruti Swift Dzire VXI,2012,Individual,34000,Petrol,Manual,19.1,1197,85.8,5
7.05,Maruti Swift Dzire ZXI 1.2,2018,Dealer,17000,Petrol,Manual,21.21,1197,81.8,5
2.3,Maruti Alto 800 LXI,2014,Individual,40000,Petrol,Manual,22.74,796,47.3,5
